head,relation,tail,time
Canada,Engage in symbolic act,Canadian Armed Forces,2014-10-25
Massoud Barzani,Consult,François Hollande,2014-08-09
Barack Obama,Make a visit,North Korea,2014-04-25
City Mayor (Philippines),Make statement,Philippines,2014-08-03
Boko Haram,Use unconventional violence,Citizen (Nigeria),2014-09-16
Foreign Affairs (United States),Make a visit,France,2014-11-04
Citizen (India),Make an appeal or request,Oommen Chandy,2014-09-06
Barack Obama,Consult,Xi Jinping,2014-06-10
Police (South Korea),Confiscate property,Citizen (South Korea),2014-12-28
Benjamin Netanyahu,Accuse of aggression,Hamas,2014-07-28
Citizen (United Kingdom),Reject,Conservative Party (United Kingdom),2014-01-20
John Kerry,Consult,Benjamin Netanyahu,2014-12-12
Vietnam,Criticize or denounce,China,2014-05-22
Main Opposition (Greece),Criticize or denounce,Antonis Samaras,2014-04-15
Police (Australia),Criticize or denounce,Citizen (Australia),2014-12-01
Armed Rebel (Ukraine),Sign formal agreement,Malaysia,2014-07-30
Defense / Security Ministry (Nigeria),Make statement,Government (Nigeria),2014-10-27
Business (Iran),Express intent to cooperate,Iran,2014-01-07
Philip Hammond,Threaten,North Atlantic Treaty Organization,2014-10-02
Military Personnel - Special (Afghanistan),Use conventional military force,Armed Rebel (Afghanistan),2014-03-08
Ministry (Nigeria),Make statement,Government (Nigeria),2014-11-13
Israeli Defense Forces,Make statement,Hamas,2014-08-03
Election Commission (India),Criticize or denounce,Citizen (India),2014-04-24
Abdullah Abdullah,Reduce relations,Election Commission (Afghanistan),2014-07-05
Japan,Express intent to cooperate economically,Myanmar,2014-03-25
Ministry (Nigeria),Make statement,Government (Nigeria),2014-08-27
Military (Thailand),Mobilize or increase armed forces,Thailand,2014-02-02
Prayuth Chan-ocha,Demand,Ministry (Thailand),2014-10-27
François Hollande,Praise or endorse,Abdel Fattah Al-Sisi,2014-09-17
Member of Parliament (India),Accuse,Citizen (India),2014-09-15
Sergey Viktorovich Lavrov,Express intent to cooperate,John Kerry,2014-10-14
Police (Israel),"Arrest, detain, or charge with legal action",Israeli Defense Forces,2014-04-14
Arnaud Montebourg,Criticize or denounce,Government (France),2014-08-26
China,Engage in diplomatic cooperation,Japan,2014-05-09
Shiv Sena,Physically assault,Citizen (India),2014-11-23
Alfred Mutua,Criticize or denounce,Citizen (Kenya),2014-11-03
Main Opposition (Turkey),Criticize or denounce,Justice and Development Party,2014-01-11
Serbia,Host a visit,Pope Francis,2014-06-27
Protester (Egypt),Demonstrate or rally,Police (Egypt),2014-03-17
Police (Philippines),"Arrest, detain, or charge with legal action",Employee (Philippines),2014-10-29
Military (Philippines),Express intent to engage in diplomatic cooperation (such as policy support),Philippines,2014-12-04
John Kerry,Make a visit,China,2014-02-10
Antonis Samaras,Consult,Evangelos Venizelos,2014-12-23
Benjamin Netanyahu,Discuss by telephone,John Kerry,2014-03-27
South Korea,Criticize or denounce,North Korea,2014-07-03
François Hollande,Host a visit,Angela Merkel,2014-05-11
Citizen (India),Appeal for diplomatic cooperation (such as policy support),Employee (India),2014-01-21
Iraq,Make statement,National Alliance (Iraq),2014-06-07
Militant (Mali),fight with small arms and light weapons,Military (Mali),2014-05-21
Organisation of Islamic Cooperation,Make a visit,Morocco,2014-01-21
Citizen (Kenya),Consult,Alfred Mutua,2014-11-05
Ministry (Nigeria),Make an appeal or request,Labor Union (Nigeria),2014-04-25
Antonis Samaras,Express intent to meet or negotiate,Head of Government (Greece),2014-11-27
Citizen (India),Criticize or denounce,Head of Government (India),2014-10-22
Afghanistan,Make statement,Abdullah Abdullah,2014-09-30
Combatant (Iraqi Kurds),Occupy territory,Iraq,2014-06-13
Arsen Avakov,Make statement,Police (Ukraine),2014-03-21
Japan,Host a visit,Barack Obama,2014-02-27
Boko Haram,"Abduct, hijack, or take hostage",Citizen (Nigeria),2014-04-16
Police (Australia),fight with small arms and light weapons,Citizen (Australia),2014-02-14
Armed Rebel (Yemen),Retreat or surrender militarily,Citizen (Yemen),2014-03-13
South Sudan,Accuse,Government (Sudan),2014-03-06
Police (Philippines),Make statement,Criminal (Philippines),2014-01-16
Iran,Make statement,Mohammad Javad Zarif,2014-05-11
Qatar,Engage in diplomatic cooperation,Iran,2014-06-01
Citizen (Nigeria),Make an appeal or request,Assemblies (Nigeria),2014-05-15
Military Personnel (Nigeria),Use conventional military force,Citizen (Nigeria),2014-06-18
Head of Government (Nigeria),Criticize or denounce,Citizen (Nigeria),2014-12-03
Border Security Force,"Arrest, detain, or charge with legal action",Citizen (India),2014-08-12
Head of Government (India),Praise or endorse,Japan,2014-01-07
Mohammad Javad Zarif,Consult,Catherine Ashton,2014-10-20
Thailand,Engage in symbolic act,Citizen (Thailand),2014-12-26
Police (Tanzania),fight with small arms and light weapons,Citizen (Tanzania),2014-10-20
John Kerry,Engage in negotiation,John Baird,2014-01-17
Benjamin Netanyahu,Consult,Joseph Robinette Biden,2014-03-05
China,Host a visit,Chuck Hagel,2014-04-09
Malaysia,Praise or endorse,Thailand,2014-06-05
Citizen (Tanzania),Express intent to meet or negotiate,Tanzania,2014-06-03
Police (Kenya),fight with small arms and light weapons,Indigenous People (Kenya),2014-07-31
Antonis Samaras,Consult,Angela Merkel,2014-09-24
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-01-04
South Korea,Host a visit,Xi Jinping,2014-06-09
Shimon Peres,Consult,Xi Jinping,2014-04-09
François Hollande,Express intent to meet or negotiate,Kazakhstan,2014-06-11
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-05-16
Iran,Engage in diplomatic cooperation,Oman,2014-12-03
Party Member (Tanzania),Make a visit,Angola,2014-05-11
Court Judge (Nigeria),Reject,Citizen (Nigeria),2014-03-20
Raj Thackeray,Demand diplomatic cooperation (such as policy support),Citizen (India),2014-11-10
Bahrain,Demand,Foreign Affairs (United States),2014-07-07
Fiji,Host a visit,Head of Government (India),2014-11-18
Sergey Viktorovich Lavrov,Discuss by telephone,Cabinet / Council of Ministers / Advisors (United States),2014-03-08
Secretary of State for the Home Department,Accuse,Citizen (United Kingdom),2014-02-10
Vietnam,Make statement,China,2014-06-11
Sergey Kuzhugetovich Shoygu,Make a visit,China,2014-11-17
Foreign Affairs (Russia),Make statement,Iraq,2014-08-06
Abdullah Abdullah,Express intent to engage in diplomatic cooperation (such as policy support),Afghanistan,2014-11-20
Congress (Nigeria),Accuse,Citizen (Nigeria),2014-04-28
Colombia,Host a visit,Zhang Dejiang,2014-11-28
Xi Jinping,Make an appeal or request,Other Authorities / Officials (China),2014-06-25
South Africa,Reduce or break diplomatic relations,Foreign Affairs (Rwanda),2014-03-16
Governor (Kenya),Express intent to cooperate,Employee (Kenya),2014-10-15
Laos,Host a visit,North Korea,2014-08-02
China,Sign formal agreement,Japan,2014-11-10
Police (Yemen),Use conventional military force,Armed Rebel (Yemen),2014-09-10
Foreign Affairs (Austria),Praise or endorse,Iran,2014-03-21
Military Personnel (Kenya),Make statement,Police (Kenya),2014-11-05
Emal Faizi,Make statement,Afghanistan,2014-05-11
Tsai Ing-wen,Criticize or denounce,Ma Ying Jeou,2014-04-24
China,Veto,UN Security Council,2014-10-16
Government (United States),Provide aid,Government (Nigeria),2014-06-25
John Kerry,Make statement,North Korea,2014-02-14
Insurgent (Thailand),Use unconventional violence,Military (Thailand),2014-07-08
Sergey Viktorovich Lavrov,Express intent to meet or negotiate,Børge Brende,2014-01-20
Romania,Host a visit,China,2014-01-21
Iran,Engage in diplomatic cooperation,Middle East,2014-12-26
Thief (India),Kill by physical assault,Citizen (India),2014-04-30
Japan,Host a visit,Toomas Hendrik Ilves,2014-03-07
Military (South Sudan),Praise or endorse,Riek Machar,2014-05-28
Police (South Korea),Investigate,Citizen (South Korea),2014-05-20
Other Authorities / Officials (Nigeria),Make statement,Government (Nigeria),2014-11-11
Combatant (Taliban),Use unconventional violence,Afghanistan,2014-06-25
Police (Philippines),"Arrest, detain, or charge with legal action",Criminal (Philippines),2014-02-05
Party Member (Iraq),Make statement,National Alliance (Iraq),2014-08-11
Morocco,"Arrest, detain, or charge with legal action",Men (Morocco),2014-05-05
Other Authorities / Officials (Philippines),Investigate,Police (Philippines),2014-11-03
China,Express intent to cooperate,Japan,2014-09-11
Military (Lebanon),fight with small arms and light weapons,Armed Gang (Lebanon),2014-10-26
John Kerry,Engage in negotiation,Abdel Fattah Al-Sisi,2014-06-22
Iran,Make statement,Edgars Rinkevics,2014-08-11
Canada,Express intent to cooperate,Japan,2014-11-09
Citizen (Nigeria),Make an appeal or request,Member of the Judiciary (Nigeria),2014-07-30
Joseph Ole Lenku,Make statement,Police (Kenya),2014-04-23
United Arab Emirates,Sign formal agreement,Japan,2014-11-10
Iraq,Investigate,Health Ministry (Iraq),2014-10-02
Amina Mohamed,Make a visit,Iran,2014-08-28
Iran,Express intent to engage in diplomatic cooperation (such as policy support),Afghanistan,2014-09-12
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-08-08
Police (Philippines),Make statement,Military (Philippines),2014-07-29
Ministry (Sudan),Sign formal agreement,Treasury/Finance Ministry (Sudan),2014-09-08
Uighur (China),Make statement,China,2014-01-17
Thailand,Impose administrative sanctions,Citizen (Thailand),2014-03-15
Islamic Rebel (Syria),Use unconventional violence,Hezbollah,2014-02-25
François Hollande,Consult,Angela Merkel,2014-10-17
Islamic Rebel (Philippines),Use unconventional violence,Military (Philippines),2014-01-27
Militant (Iraq),Occupy territory,Iraq,2014-10-30
Middle East,Use conventional military force,Morocco,2014-08-19
Militant (Iraq),Occupy territory,Iraq,2014-06-23
Police (Uganda),"Arrest, detain, or charge with legal action",Children (Uganda),2014-05-05
Pavlo Klimkin,Consult,Sergey Viktorovich Lavrov,2014-07-03
Militant (Boko Haram),"Abduct, hijack, or take hostage",Citizen (Nigeria),2014-12-22
France,Retreat or surrender militarily,Afghanistan,2014-12-30
Sunil Kumar,Express intent to cooperate,Citizen (India),2014-06-16
North Korea,Reject,South Korea,2014-10-30
Police (Indonesia),Investigate,Citizen (Indonesia),2014-06-06
Citizen (India),Accuse,Akali Leader,2014-06-14
Protester (Yemen),Demonstrate or rally,Police (Yemen),2014-02-22
Barack Obama,Make statement,Iran,2014-03-03
Citizen (Kenya),Criticize or denounce,Government (Kenya),2014-11-11
Association of Southeast Asian Nations,Make pessimistic comment,Vietnam,2014-05-10
Uhuru,Express intent to meet or negotiate,The Hague,2014-10-06
Ministry (Nigeria),Make statement,Other Authorities / Officials (Nigeria),2014-11-27
China,"Arrest, detain, or charge with legal action",Women (China),2014-08-28
China,Praise or endorse,Middle East,2014-06-05
Sergio Massa,Criticize or denounce,Daniel Scioli,2014-11-12
Ashraf Ghani Ahmadzai,Express intent to cooperate,Abdullah Abdullah,2014-09-08
Japan,Express intent to cooperate,North Korea,2014-05-28
Protester (Ukraine),"Protest violently, riot",Police (Ukraine),2014-02-11
South Korea,Make an appeal or request,China,2014-06-25
Cabinet / Council of Ministers / Advisors (United States),Make a visit,China,2014-02-16
Sudan,Host a visit,Iraq,2014-01-19
Citizen (India),Make an appeal or request,Medical Personnel (India),2014-06-13
Benjamin Netanyahu,Accuse,Hamas,2014-08-07
Thief (India),Physically assault,Citizen (India),2014-09-19
Citizen (Turkey),"Protest violently, riot",Military (Turkey),2014-10-10
Iran,Consult,Catherine Ashton,2014-06-16
China,Express intent to meet or negotiate,Vietnam,2014-06-18
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-11-06
Interim Government (Thailand),Make an appeal or request,Citizen (Thailand),2014-12-24
Ministry (Nigeria),Express intent to cooperate,Citizen (Nigeria),2014-05-16
Abdullah Abdullah,Express intent to cooperate,Ashraf Ghani Ahmadzai,2014-07-12
Sue-Ellen Kovack,Make a visit,Sierra Leone,2014-10-14
China,Express intent to meet or negotiate,South Korea,2014-11-23
Barack Obama,Consult,Benjamin Netanyahu,2014-07-27
Angola,Make statement,Congo,2014-03-25
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-11-25
Barack Obama,Consult,North Atlantic Treaty Organization,2014-09-06
Mohammad Javad Zarif,Express intent to meet or negotiate,Catherine Ashton,2014-11-23
China,Consult,Malaysia,2014-05-19
Sergey Viktorovich Lavrov,Make statement,Iran,2014-01-16
Doctors Without Borders,Make a visit,Sudan,2014-07-03
Armed Gang (Egypt),Use unconventional violence,Police (Egypt),2014-06-28
Militia (Kenya),Use unconventional violence,Police (Kenya),2014-07-21
Angola,Host a visit,Ministry (United States),2014-01-03
Edgars Rinkevics,Praise or endorse,Foreign Affairs (Norway),2014-07-30
North Korea,Express intent to meet or negotiate,South Korea,2014-07-12
China,Make an appeal or request,Angola,2014-12-22
John Kerry,Engage in negotiation,Benjamin Netanyahu,2014-04-01
Royal Administration (Saudi Arabia),Host a visit,Middle East,2014-04-19
Police (Kenya),"Abduct, hijack, or take hostage",Member of Legislative (Govt) (Kenya),2014-05-22
Benjamin Netanyahu,Express intent to cooperate,Yair Lapid,2014-09-22
Benjamin Netanyahu,Accuse,Iran,2014-09-21
John Kerry,"Appeal for change in institutions, regime",Iraq,2014-06-15
Andrej Kiska,Consult,Milos Zeman,2014-06-23
Sergey Viktorovich Lavrov,Discuss by telephone,John Kerry,2014-12-29
Men (India),Criticize or denounce,Court Judge (India),2014-08-03
Xi Jinping,Host a visit,Head of Government (South Korea),2014-12-19
Alexis Tsipras,Praise or endorse,Serbia,2014-12-06
The Hague,Host a visit,William Ruto,2014-05-12
Xi Jinping,Express intent to cooperate,Head of Government (South Korea),2014-03-24
John Kerry,Consult,Sergey Viktorovich Lavrov,2014-01-07
Willem-Alexander,Consult,Teshome Togo,2014-03-07
Protester (Bosnia and Herzegovina),"Protest violently, riot",Police (Bosnia and Herzegovina),2014-02-05
Police (Australia),Investigate,Citizen (Australia),2014-01-23
David Shear,Make a visit,Japan,2014-10-04
Media Personnel (International),Accuse,Iran,2014-12-05
Abdul Aziz,Host a visit,China,2014-03-13
Ministry (Angola),Consult,Governor (Angola),2014-11-26
North Korea,"Reject proposal to meet, discuss, or negotiate",South Korea,2014-06-13
South Korea,Host a visit,Xi Jinping,2014-07-19
Militant (Boko Haram),"Abduct, hijack, or take hostage",Citizen (Nigeria),2014-11-11
Barack Obama,Express intent to meet or negotiate,Iran,2014-06-16
Tajikistan,Consult,Afghanistan,2014-05-08
Citizen (Namibia),Make an appeal or request,Election Commission (Namibia),2014-02-19
Vietnam,Express intent to engage in diplomatic cooperation (such as policy support),Malaysia,2014-03-13
South Korea,Express intent to provide humanitarian aid,North Korea,2014-03-26
Iraq,Express intent to cooperate,Iran,2014-11-14
Federica Mogherini,Consult,Sergey Viktorovich Lavrov,2014-12-04
Police (Philippines),Use conventional military force,Criminal (Philippines),2014-04-08
Massoud Barzani,Demand,Nuri al-Maliki,2014-07-11
Police (Ukraine),Use conventional military force,Protester (Ukraine),2014-01-25
Citizen (Nigeria),Make optimistic comment,Head of Government (Nigeria),2014-06-16
South Africa,"Arrest, detain, or charge with legal action",Men (South Africa),2014-11-28
Thief (India),Use unconventional violence,Citizen (India),2014-09-15
Governor (Angola),Make an appeal or request,Government (Angola),2014-09-01
Government (Syria),Use conventional military force,Militant (Syria),2014-07-21
Student (Thailand),Criticize or denounce,Thailand,2014-01-13
Head of Government (China),Consult,Xi Jinping,2014-05-31
Tajikistan,Consult,Kazakhstan,2014-07-11
Chuck Hagel,Mobilize or increase armed forces,Iraq,2014-12-19
China,Engage in diplomatic cooperation,Cape Verde,2014-01-31
Peter Szijjarto,Discuss by telephone,Sergey Viktorovich Lavrov,2014-12-15
Labor Union (Nigeria),Criticize or denounce,Other Authorities / Officials (Nigeria),2014-10-08
Xi Jinping,Consult,Kim Jong-Un,2014-11-13
Bangladesh Nationalist Party,Make an appeal or request,Citizen (Bangladesh),2014-01-07
Ashraf Ghani Ahmadzai,Praise or endorse,China,2014-10-28
Le Hong Anh,Engage in symbolic act,Laos,2014-05-19
South Korea,Host a visit,Barack Obama,2014-02-15
Middle East,Make a visit,Afghanistan,2014-06-14
Benjamin Netanyahu,Make statement,Hamas,2014-08-17
Mohammad Javad Zarif,Consult,Sergey Viktorovich Lavrov,2014-01-20
Catherine Ashton,Meet at a 'third' location,John Kerry,2014-04-07
William Ruto,Praise or endorse,Police (Kenya),2014-03-31
Micky Rosenfeld,Make statement,Police (Israel),2014-02-10
Pope Francis,Make a visit,South Korea,2014-05-21
