head,relation,tail,time
Abdel Fattah Al-Sisi,Consult,Henry Kissinger,2014-09-23
Abdullah Abdullah,Consult,Envoy (United States),2014-06-28
Iraq,Make statement,Militant (Iraq),2014-10-08
Benjamin Netanyahu,Make statement,Hamas,2014-07-13
Court Judge (Nigeria),Accuse,Citizen (Nigeria),2014-01-14
Ministry (Malaysia),Make an appeal or request,Citizen (Malaysia),2014-03-12
Court Judge (India),Make an appeal or request,Citizen (India),2014-12-02
Member of Legislative (Govt) (Iran),Make statement,Iran,2014-05-07
Sheikh Hasina Wajed,Consult,Fumio Kishida,2014-03-14
Naval (United States),Make statement,China,2014-07-21
Media (Pakistan),Consult,Ishaq Dar,2014-08-23
Citizen (Nigeria),Bring lawsuit against,Government (Nigeria),2014-01-30
South Korea,Make statement,North Korea,2014-03-18
South Korea,Express intent to cooperate,China,2014-07-23
Akhilesh Yadav,Make an appeal or request,Citizen (India),2014-04-21
Zhang Dejiang,Express intent to meet or negotiate,Angela Merkel,2014-06-30
South Korea,Express intent to cooperate,China,2014-11-12
Lawyer/Attorney (Australia),Make statement,Member of Parliament (Australia),2014-11-23
Head of Government (Bahrain),Make statement,Business (Bahrain),2014-06-12
South Korea,Engage in diplomatic cooperation,North Korea,2014-01-03
Citizen (India),Criticize or denounce,Ruling Party (India),2014-09-27
Mohammad Javad Zarif,Express intent to meet or negotiate,John Kerry,2014-11-08
France,Consult,Iran,2014-06-17
Party Member (Iraq),Make statement,Iraq,2014-06-24
Ministry (Morocco),Make statement,Morocco,2014-04-10
Government (Nigeria),Make statement,Education (Nigeria),2014-08-26
Ministry (Iran),Make statement,Iran,2014-01-14
Uhuru Muigai Kenyatta,Engage in negotiation,Police (Kenya),2014-12-03
Mauritania,Consult,Cameroon,2014-11-27
South Africa,Engage in diplomatic cooperation,Iran,2014-06-15
Militant (Syria),Accuse,Government (Syria),2014-11-21
Shura Council,Consult,Foreign Affairs (Ethiopia),2014-05-13
Fiji,Host a visit,Xi Jinping,2014-12-18
Vietnam,Consult,Myanmar,2014-08-31
Foreign Affairs (Senegal),Consult,Sergey Viktorovich Lavrov,2014-09-08
Other Authorities / Officials (Nigeria),Criticize or denounce,Citizen (Nigeria),2014-10-07
Myanmar,Praise or endorse,China,2014-06-28
John Kerry,Make a visit,Middle East,2014-09-10
North Korea,Criticize or denounce,UN Security Council,2014-08-09
South Korea,Engage in diplomatic cooperation,China,2014-05-27
Barack Obama,Host a visit,Benjamin Netanyahu,2014-03-03
Citizen (India),Criticize or denounce,Thief (India),2014-08-14
Nuri al-Maliki,Make statement,Iraq,2014-01-07
South Korea,Accuse,North Korea,2014-04-17
Japan,Express intent to cooperate,Foreign Affairs (United States),2014-01-30
Catherine Ashton,Engage in negotiation,Wendy Sherman,2014-01-09
China,Provide military aid,Japan,2014-07-17
Guinea,Engage in diplomatic cooperation,Angola,2014-05-28
Japan,Engage in negotiation,China,2014-03-16
Mouloud Hamrouche,Consult,Political Parties (Algeria),2014-04-22
Rauf Aregbesola,Make an appeal or request,Citizen (Nigeria),2014-09-09
Police (Kenya),fight with small arms and light weapons,Citizen (Kenya),2014-09-29
Didier Burkhalter,Consult,Angela Merkel,2014-05-05
Police (Ukraine),Make statement,Protester (Ukraine),2014-02-23
Military (France),Express intent to cooperate militarily,Military (Mali),2014-12-15
Citizen (Australia),Use unconventional violence,Terrorist (Islamic State of Iraq and the Levant),2014-09-03
Klaus Johannis,Make an appeal or request,Victor Ponta,2014-10-14
North Korea,Criticize or denounce,South Korea,2014-07-14
Fiona Woolf,Consult,Uhuru Muigai Kenyatta,2014-09-22
Ashraf Ghani Ahmadzai,Sign formal agreement,Defense / Security Ministry (United States),2014-12-10
Abdelilah Benkirane,Make statement,Independence Party,2014-01-04
France,Engage in negotiation,Iran,2014-06-16
Vietnam,Engage in diplomatic cooperation,China,2014-05-15
Iran,Make statement,Barack Obama,2014-06-05
Police (South Africa),fight with small arms and light weapons,Men (South Africa),2014-06-02
Afghanistan,Praise or endorse,Romania,2014-01-11
Børge Brende,Consult,Benjamin Netanyahu,2014-09-09
Iraq,Sign formal agreement,Iran,2014-03-05
Portugal,Consult,Cape Verde,2014-05-21
Angela Merkel,Consult,Xi Jinping,2014-03-10
North Korea,Host a visit,China,2014-12-17
John Kerry,Express intent to meet or negotiate,Catherine Ashton,2014-10-15
Armed Band (Syrian Kurds),Use unconventional violence,Combatant (Islamic State of Iraq and the Levant),2014-09-27
Vanguard,Consult,Christiana Anyanwu,2014-01-02
Sabah Khaled Al-Hamad Al-Sabah,Sign formal agreement,Mohammad Javad Zarif,2014-06-05
Foreign Affairs (Singapore),Consult,Envoy (Vietnam),2014-05-14
Xi Jinping,Engage in negotiation,Tsakhiagiyn Elbegdorj,2014-08-21
Angola,Express intent to engage in diplomatic cooperation (such as policy support),Legislature (Italy),2014-11-21
North Korea,Criticize or denounce,South Korea,2014-06-13
Joseph Robinette Biden,Discuss by telephone,Haider Al-Abadi,2014-08-27
Citizen (India),Criticize or denounce,Jitan Ram Manjhi,2014-11-14
Sebastian Kurz,Consult,Benjamin Netanyahu,2014-04-23
Nicos Anastasiades,Consult,Antonis Samaras,2014-10-23
North Korea,Criticize or denounce,Japan,2014-05-20
Agence France-Presse,Make statement,Hamas,2014-04-13
China,Engage in diplomatic cooperation,South Korea,2014-07-07
China,Reject,Philippines,2014-06-05
China,Consult,Foreign Affairs (United States),2014-05-20
Uhuru,Make an appeal or request,Citizen (Kenya),2014-12-08
China,Express intent to meet or negotiate,South Africa,2014-04-26
China,Sign formal agreement,Andrew Robb,2014-11-18
Ministry (Egypt),Consult,Abdel Fattah Al-Sisi,2014-09-02
Veterans (Croatia),Criticize or denounce,Government (Croatia),2014-11-01
European Parliament,Consult,Head of Government (Latvia),2014-12-17
Daniel Scioli,Make statement,Cristina Fernández de Kirchner,2014-09-24
Citizen (India),Make an appeal or request,Oommen Chandy,2014-04-02
Myanmar,Express intent to engage in diplomatic cooperation (such as policy support),Thailand,2014-10-09
Foreign Affairs (Georgia),Consult,Jens Stoltenberg,2014-12-04
Cristina Fernández de Kirchner,Express intent to cooperate,Justicialist Party,2014-04-17
Head of Government (Nigeria),Criticize or denounce,Citizen (Nigeria),2014-01-08
UN Security Council,Consult,Barack Obama,2014-09-30
Sergey Viktorovich Lavrov,Consult,John Kerry,2014-02-02
China,Express intent to engage in diplomatic cooperation (such as policy support),Tanzania,2014-02-26
Citizen (Kenya),Make an appeal or request,Governor (Kenya),2014-08-19
Police (Australia),Make an appeal or request,Citizen (Australia),2014-03-20
China,Engage in negotiation,France,2014-07-19
Ministry (Malaysia),Make an appeal or request,Citizen (Malaysia),2014-03-05
North Korea,Criticize or denounce,South Korea,2014-06-30
China,Express intent to cooperate,South Korea,2014-09-17
Vietnam,Host a visit,China,2014-10-27
Hun Sen,Consult,Xi Jinping,2014-11-07
Citizen (India),Accuse,Military Personnel (India),2014-08-11
Umar al Bashir,Consult,Royal Administration (Saudi Arabia),2014-10-01
Military (Mexico),"Arrest, detain, or charge with legal action",Mexico,2014-05-20
Ministry (Iran),Make statement,Iran,2014-03-09
Abdel Fattah Al-Sisi,Consult,Sergey Kuzhugetovich Shoygu,2014-02-13
Benjamin Netanyahu,Praise or endorse,John Kerry,2014-08-07
Kashim Shettima,Make statement,Government (Nigeria),2014-05-21
Pakistan Tehreek-e-Insaf,Make statement,Imran Khan,2014-09-09
Olagunsoye Oyinlola,Consult,Daily Trust,2014-12-11
François Hollande,Demand,Barack Obama,2014-06-29
Tzipi Livni,Criticize or denounce,Benjamin Netanyahu,2014-12-02
China,Consult,Labor Union (China),2014-09-16
North Korea,Make an appeal or request,Japan,2014-09-15
Japan,Express intent to meet or negotiate,North Korea,2014-06-01
Qatar,Engage in diplomatic cooperation,Iran,2014-04-15
Benjamin Netanyahu,Discuss by telephone,John Kerry,2014-07-13
Hamas,Use conventional military force,Israeli Defense Forces,2014-07-19
Combatant (Yemen),Use unconventional violence,Militant (Yemen),2014-02-02
Didier Burkhalter,Consult,Sergey Viktorovich Lavrov,2014-05-03
Sudan,Express intent to engage in diplomatic cooperation (such as policy support),Ethiopia,2014-03-03
Dmitry Olegovich Rogozin,Engage in negotiation,UN Security Council,2014-04-09
Evangelos Meimarakis,Consult,Laura Boldrini,2014-03-13
Japan,Express intent to cooperate,Government (United States),2014-12-10
North Korea,Criticize or denounce,Barack Obama,2014-04-21
France,Express intent to cooperate,Japan,2014-01-09
Head of Government (Kenya),Make statement,Uhuru Muigai Kenyatta,2014-10-15
Government (Singapore),Consult,Military (China),2014-10-28
Myanmar,Express intent to cooperate,Thailand,2014-10-20
Niger,Express intent to cooperate,Citizen (Nigeria),2014-05-19
South Korea,Express intent to cooperate,China,2014-07-20
Government (Syria),Accuse,Armed Rebel (Syria),2014-02-09
Guinea,Engage in diplomatic cooperation,France,2014-12-01
Citizen (Kenya),Accuse,Government (Kenya),2014-02-13
Governor (Kenya),Threaten,Citizen (Kenya),2014-06-04
Ashraf Ghani Ahmadzai,Consult,Foreign Affairs (Denmark),2014-11-14
Federica Mogherini,Make statement,Algirdas Butkevičius,2014-07-23
Benjamin Netanyahu,Express intent to cooperate,Yair Lapid,2014-04-11
Benjamin Netanyahu,Accuse,Hamas,2014-07-28
François Hollande,Make statement,France,2014-04-14
Republican People's Party,Express intent to meet or negotiate,Nationalist Movement Party,2014-02-18
Kazakhstan,Express intent to meet or negotiate,Tajikistan,2014-07-14
Thailand,Cooperate economically,Laos,2014-12-15
Afghanistan,Consult,Ashraf Ghani Ahmadzai,2014-10-19
North Korea,Express intent to meet or negotiate,Japan,2014-05-19
Police (Hong Kong),Make statement,Protester (Hong Kong),2014-11-29
Ethiopia,Make statement,Al-Shabaab,2014-05-12
China,Express intent to engage in diplomatic cooperation (such as policy support),Thailand,2014-12-25
John Kerry,Express intent to meet or negotiate,Mohammad Javad Zarif,2014-11-07
Catherine Ashton,Consult,Iran,2014-06-17
Colombia,Express intent to meet or negotiate,Rafael Ramírez,2014-11-18
John Kerry,Engage in negotiation,Presidential Candidate (Afghanistan),2014-08-08
Catherine Ashton,Consult,John Kerry,2014-10-15
Viktor Orban,Engage in negotiation,Erste Bank,2014-12-18
Citizen (Nigeria),Engage in symbolic act,Head of Government (Nigeria),2014-06-08
Foreign Affairs (United States),Sign formal agreement,Andris Vilks,2014-06-27
Zakir Hasanov,Engage in negotiation,Sergey Kuzhugetovich Shoygu,2014-10-14
Uhuru Muigai Kenyatta,Make an appeal or request,Citizen (Kenya),2014-04-07
Catherine Ashton,Consult,Dissident (Iran),2014-03-13
Cristina Fernández de Kirchner,Make statement,Government (Argentina),2014-06-22
Presidential Candidate (Afghanistan),Consult,John Kerry,2014-08-08
Sergey Viktorovich Lavrov,Make statement,John Kerry,2014-07-30
Party Member (Afghanistan),Consult,Abdullah Abdullah,2014-05-03
Police (Malaysia),Make statement,Malaysia,2014-12-08
South Korea,Consult,Head of Government (Egypt),2014-11-23
Defense / Security Ministry (United States),Consult,Bismillah Khan Mohammadi,2014-10-23
Abdullah Abdullah,Consult,Party Member (Afghanistan),2014-05-03
Iran,Express intent to engage in diplomatic cooperation (such as policy support),Slovenia,2014-05-05
Citizen (Kenya),Bring lawsuit against,Government (Kenya),2014-01-29
Japan,Criticize or denounce,China,2014-08-07
Mohammad Javad Zarif,Make statement,Iran,2014-01-28
Citizen (Kenya),Make an appeal or request,William Ruto,2014-01-22
Aam Aadmi Party,Make statement,Election Commission (India),2014-04-08
Sheikh Hasina Wajed,Consult,Abdul Hamid,2014-01-09
Straits Exchange Foundation,Express intent to engage in diplomatic cooperation (such as policy support),Chen Deming,2014-02-27
Maurice Williamson,Discuss by telephone,Police (New Zealand),2014-06-03
Iran,Express intent to meet or negotiate,France,2014-06-12
Benjamin Netanyahu,Engage in negotiation,Benny Gantz,2014-01-28
Criminal (Mexico),fight with small arms and light weapons,Military (Mexico),2014-09-25
Angola,Sign formal agreement,Sergey Viktorovich Lavrov,2014-04-09
Other Authorities / Officials (Nigeria),Make statement,Ministry (Nigeria),2014-01-30
Angela Merkel,Consult,François Hollande,2014-12-18
Tajikistan,Express intent to meet or negotiate,Kazakhstan,2014-07-14
György Matolcsy,Consult,Viktor Orban,2014-12-17
Chuck Hagel,Discuss by telephone,Sergey Kuzhugetovich Shoygu,2014-04-30
Salman Khurshid,Consult,Cabinet / Council of Ministers / Advisors (United States),2014-01-22
Catherine Ashton,Consult,Mohammad Javad Zarif,2014-05-26
Men (South Africa),fight with small arms and light weapons,Police (South Africa),2014-12-28
Company - Owner or Operator (Armenia),Consult,Foreign Affairs (Belarus),2014-05-21
Member of the Judiciary (United Kingdom),Make an appeal or request,Celso de Mello,2014-09-03
Salman Khurshid,Consult,Kapil Sibal,2014-01-09
South Korea,Host a visit,North Korea,2014-10-08
Media (Africa),Consult,Citizen (Sudan),2014-03-24
Boko Haram,"Abduct, hijack, or take hostage",Citizen (Nigeria),2014-04-21
Milos Zeman,Consult,Martin Stropnický,2014-11-21
Abdullah Gül,Consult,Giorgio Napolitano,2014-01-29
Member of Parliament (India),Make statement,Head of Government (India),2014-11-14
Thailand,Make statement,Cambodia,2014-07-28
Barack Obama,Meet at a 'third' location,Xi Jinping,2014-03-25
Party Member (Sri Lanka),Demonstrate or rally,Activist (Sri Lanka),2014-10-21
György Matolcsy,Express intent to meet or negotiate,Viktor Orban,2014-12-17
Royal Administration (Saudi Arabia),Consult,Sergey Viktorovich Lavrov,2014-06-21
North Atlantic Treaty Organization,Consult,Mevlut Cavusoglu,2014-12-03
Valdis Dombrovskis,Make statement,Head of Government (Latvia),2014-01-22
Media (Africa),Consult,Bishop (South Africa),2014-10-07
China,Express intent to cooperate,South Korea,2014-05-19
South Korea,Express intent to meet or negotiate,North Korea,2014-08-14
Citizen (Brazil),"Abduct, hijack, or take hostage",Criminal (Brazil),2014-08-24
Gurbanguly Berdymukhammedov,Consult,Rustam Azimov,2014-11-21
Military (Lebanon),Cooperate militarily,Hezbollah,2014-09-19
Treasury/Finance Ministry (Qatar),Consult,Abdelilah Benkirane,2014-08-25
Media (Africa),Consult,Criminal (Boko Haram),2014-08-19
François Hollande,Make statement,France,2014-10-25
Ministry (France),Consult,François Hollande,2014-06-19
Sergey Viktorovich Lavrov,Consult,Head of Government (Peru),2014-05-01
Lien Chan,Express intent to meet or negotiate,Xi Jinping,2014-02-17
South Korea,Express intent to cooperate,North Korea,2014-03-27
Ministry (Angola),Make statement,Government (Angola),2014-03-24
Nationalist Movement Party,Express intent to cooperate,Republican People's Party,2014-06-16
Angela Merkel,Express intent to cooperate,Barack Obama,2014-08-28
Djibouti,Cooperate economically,Ethiopia,2014-12-12
Government (Nigeria),"Declare truce, ceasefire",Boko Haram,2014-10-28
Emmanuel Eweta Uduaghan,Make an appeal or request,Citizen (Nigeria),2014-09-29
South Korea,fight with small arms and light weapons,North Korea,2014-10-19
Ministry (Malaysia),Make statement,Malaysia,2014-12-27
Joseph Robinette Biden,Consult,Victor Ponta,2014-05-21
Shiv Sena,Criticize or denounce,Citizen (India),2014-12-08
Kamran Khan,Sign formal agreement,Ministry (Tanzania),2014-11-18
Citizen (Nigeria),Express intent to cooperate,Ministry (Nigeria),2014-11-04
Benjamin Netanyahu,Consult,Tzipi Livni,2014-05-19
Sergey Viktorovich Lavrov,Express intent to meet or negotiate,John Kerry,2014-10-07
China,Engage in negotiation,South Africa,2014-07-16
Sergey Kuzhugetovich Shoygu,Consult,Abdel Fattah Al-Sisi,2014-02-13
South Africa,Express intent to engage in diplomatic cooperation (such as policy support),Japan,2014-10-02
Peter Szijjarto,Consult,Sergey Viktorovich Lavrov,2014-11-19
Court Judge (India),Express intent to cooperate,Citizen (India),2014-02-26
Armenia,Engage in diplomatic cooperation,Iran,2014-05-14
Police (Australia),Criticize or denounce,Citizen (Australia),2014-10-28
Governor (Thailand),Make an appeal or request,Citizen (Thailand),2014-04-24
Joseph Robinette Biden,Consult,Nuri al-Maliki,2014-06-19
Thailand,Express intent to cooperate militarily,China,2014-11-02
Kazakhstan,Consult,Iran,2014-03-02
Vietnam,Accuse,China,2014-05-27
Head of Government (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-09-08
Thailand,Express intent to engage in diplomatic cooperation (such as policy support),Japan,2014-09-26
Villager (Bermuda),Consult,Ruben Dario Alzate,2014-11-24
Catherine Ashton,Consult,John Kerry,2014-07-15
House of Representatives (Russia),Sign formal agreement,Lawmaker (Russia),2014-09-26
Grand National Party,Consult,Kim Hwang Sik,2014-01-20
Tajikistan,Engage in negotiation,Iran,2014-09-10
North America,Engage in negotiation,Barack Obama,2014-01-14
Association of Southeast Asian Nations,Engage in diplomatic cooperation,China,2014-06-30
Tzipi Livni,Consult,John Kerry,2014-05-18
Media Personnel (Saudi Arabia),Make statement,Media (Saudi Arabia),2014-09-27
Citizen (India),Express intent to cooperate,Member of Parliament (India),2014-10-21
Citizen (Nigeria),Criticize or denounce,Court Judge (Nigeria),2014-12-16
Benjamin Netanyahu,Make statement,Iran,2014-01-26
Media Personnel (Bulgaria),Consult,Daniel Mitov,2014-11-17
North Korea,Engage in negotiation,Japan,2014-04-10
Bandar bin Sultan,Consult,Barack Obama,2014-03-09
China,Host a visit,North Korea,2014-04-02
