head,relation,tail,time
Citizen (Nigeria),Appeal for diplomatic cooperation (such as policy support),Government (Nigeria),2014-07-25
Taavi Rõivas,Host a visit,Jens Stoltenberg,2014-11-20
Børge Brende,Make an appeal or request,Sergey Viktorovich Lavrov,2014-01-20
Barack Obama,Meet at a 'third' location,Angela Merkel,2014-08-09
Citizen (Nigeria),Express intent to meet or negotiate,Boko Haram,2014-05-14
Employee (Sudan),Make statement,Sudan,2014-11-11
Arseniy Yatsenyuk,Express intent to meet or negotiate,North Atlantic Treaty Organization,2014-03-06
Louise Mushikiwabo,Make statement,France,2014-04-07
Criminal (Brazil),"Abduct, hijack, or take hostage",Citizen (Brazil),2014-08-24
China,Accuse,Philippines,2014-04-01
Police (Australia),fight with small arms and light weapons,Citizen (Australia),2014-10-12
Police (Ukraine),"Return, release person(s)",Protester (Ukraine),2014-02-10
China,Express intent to engage in diplomatic cooperation (such as policy support),Afghanistan,2014-02-23
Iran,Make statement,Iraq,2014-06-14
North Korea,"Arrest, detain, or charge with legal action",Jeffrey Fowle,2014-08-01
Xi Jinping,Express intent to meet or negotiate,Cristina Fernández de Kirchner,2014-11-21
Alex Badeh,Make an appeal or request,High Ranking Military Personnel (Nigeria),2014-12-01
China,Appeal for intelligence,Malaysia,2014-03-25
Citizen (Kenya),Bring lawsuit against,Government (Kenya),2014-07-07
Chang Wanquan,Consult,South African National Defence Force,2014-08-28
Sayed Fazlollah Wahidi,Rally opposition against,Military Personnel (Afghanistan),2014-01-05
Barack Obama,Make a visit,France,2014-06-06
China,Express intent to meet or negotiate,Vietnam,2014-06-17
Catherine Ashton,Consult,Mohammad Javad Zarif,2014-07-04
United Arab Emirates,Engage in diplomatic cooperation,Qatar,2014-11-19
Japan,Express intent to cooperate,China,2014-09-12
Armed Gang (Afghanistan),Use unconventional violence,Afghanistan,2014-03-12
Philippines,Make statement,China,2014-05-22
Boko Haram,Use unconventional violence,Citizen (Nigeria),2014-05-19
North Korea,Praise or endorse,Kim Jong-Un,2014-01-08
Ashraf Ghani Ahmadzai,Engage in negotiation,Xi Jinping,2014-10-28
Japan,Make statement,China,2014-06-11
Citizen (Hungary),Make an appeal or request,Viktor Orban,2014-10-28
Citizen (Kenya),Use unconventional violence,Police (Kenya),2014-07-18
Sebastian Kurz,Praise or endorse,Iran,2014-04-28
Head of Government (Nigeria),Appeal for diplomatic cooperation (such as policy support),Citizen (Nigeria),2014-09-23
Labor Union (Bulgaria),Demand,Business (Bulgaria),2014-07-08
Benjamin Netanyahu,Criticize or denounce,Cabinet / Council of Ministers / Advisors (Israel),2014-08-21
Mohammad Javad Zarif,Engage in negotiation,Catherine Ashton,2014-05-27
John Kerry,Consult,Iraq,2014-06-25
China,Express intent to cooperate,Vietnam,2014-10-29
Democratic Party (Nigeria),Threaten,Citizen (Nigeria),2014-09-15
Government (Oman),Make statement,Iran,2014-11-11
Sergey Viktorovich Lavrov,Consult,Mohammad Javad Zarif,2014-11-24
Xi Jinping,Express intent to meet or negotiate,Tajikistan,2014-09-13
United Arab Emirates,Reduce or break diplomatic relations,Qatar,2014-03-06
Adams Oshiomhole,Make an appeal or request,Citizen (Nigeria),2014-08-26
Kathleen Wynne,Use conventional military force,Tim Hudak,2014-05-13
Iran,Praise or endorse,Iraq,2014-08-25
Uhuru Muigai Kenyatta,Consult,Riek Machar,2014-06-02
Iran,Praise or endorse,Iraq,2014-12-08
Abdullah Abdullah,Reduce or break diplomatic relations,Election Commission (Afghanistan),2014-07-05
Angela Merkel,Consult,François Hollande,2014-07-10
John Kerry,Consult,Sergey Viktorovich Lavrov,2014-04-22
Royal Administration (Argentina),Praise or endorse,Xi Jinping,2014-03-22
Boko Haram,fight with small arms and light weapons,Citizen (Nigeria),2014-02-20
Xi Jinping,Express intent to meet or negotiate,France,2014-01-24
North Korea,Host a visit,Japan,2014-09-30
China,Express intent to provide material aid,Afghanistan,2014-10-29
Barack Obama,Make an appeal or request,North Atlantic Treaty Organization,2014-03-28
Police (Namibia),fight with small arms and light weapons,Citizen (Namibia),2014-09-04
Cabinet / Council of Ministers / Advisors (United States),Discuss by telephone,Sergey Viktorovich Lavrov,2014-04-08
Citizen (Nigeria),Criticize or denounce,Government (Nigeria),2014-11-15
Ashraf Ghani Ahmadzai,Praise or endorse,China,2014-12-01
Citizen (Kenya),Accuse,Government (Kenya),2014-10-06
Central Intelligence Agency,"Arrest, detain, or charge with legal action",Moazzam Begg,2014-12-13
Malaysia,Express intent to cooperate,Thailand,2014-12-04
Barack Obama,Make statement,North Atlantic Treaty Organization,2014-03-26
Barack Obama,Criticize or denounce,North Korea,2014-12-22
Haider Al-Abadi,Consult,Mohammad Javad Zarif,2014-08-24
Mohammad Javad Zarif,Meet at a 'third' location,Catherine Ashton,2014-11-18
Combatant (Islamic State of Iraq and the Levant),Retreat or surrender militarily,Iraq,2014-08-04
Military (Thailand),"Arrest, detain, or charge with legal action",Citizen (Thailand),2014-05-23
John Kerry,Engage in negotiation,Head of Government (Pakistan),2014-03-30
Abdullah Abdullah,Express intent to cooperate,Ashraf Ghani Ahmadzai,2014-07-13
Angela Merkel,Make a visit,France,2014-02-19
Mohammad Javad Zarif,Halt negotiations,Catherine Ashton,2014-05-14
Benjamin Netanyahu,Make statement,John Kerry,2014-01-20
William Ruto,Appeal for diplomatic cooperation (such as policy support),Citizen (Kenya),2014-03-10
South Korea,Make a visit,Japan,2014-10-01
Imran Khan,Make statement,Pakistan Tehreek-e-Insaf,2014-02-02
Police (Australia),Investigate,Women (Australia),2014-12-20
John Kerry,Meet at a 'third' location,Nasser Judeh,2014-02-20
Iran,Express intent to engage in diplomatic cooperation (such as policy support),Iraq,2014-12-11
Iran,Mobilize or increase armed forces,Iraq,2014-06-27
China,Host a visit,Mamnoon Hussain,2014-02-19
North Atlantic Treaty Organization,Meet at a 'third' location,Barack Obama,2014-09-05
Citizen (Brazil),Use unconventional violence,Criminal (Brazil),2014-01-08
Rebel Group (South Africa),Use unconventional violence,Joseph Kabila,2014-08-04
Barack Obama,Consult,Benjamin Netanyahu,2014-03-06
Japan,Host a visit,Barack Obama,2014-03-21
Ministry (Nigeria),Appeal for diplomatic cooperation (such as policy support),Citizen (Nigeria),2014-11-11
Police (Australia),Make an appeal or request,Citizen (Australia),2014-09-17
Benjamin Netanyahu,Discuss by telephone,Reuven Rivlin,2014-05-28
South Korea,Meet at a 'third' location,Japan,2014-03-26
John Kerry,Sign formal agreement,Sergey Viktorovich Lavrov,2014-01-16
Student (Hong Kong),Demonstrate or rally,China,2014-09-22
Guy Scott,Express intent to engage in diplomatic cooperation (such as policy support),Citizen (Zambia),2014-12-21
Xi Jinping,Meet at a 'third' location,Barack Obama,2014-03-25
Government (Syria),Accuse,Armed Rebel (Syria),2014-02-10
UN Security Council,Make an appeal or request,South Sudan,2014-12-17
Other Authorities / Officials (Turkey),Make statement,Hezbollah,2014-10-08
Court Judge (India),"Arrest, detain, or charge with legal action",Citizen (India),2014-10-10
Protester (Hong Kong),Demonstrate or rally,Other Authorities / Officials (Hong Kong),2014-10-01
Barack Obama,Consult,Eric Ken Shinseki,2014-05-31
John Kerry,Engage in negotiation,Haider Al-Abadi,2014-09-10
Democratic Party (Nigeria),Threaten,Citizen (Nigeria),2014-10-13
South Korea,Sign formal agreement,North Korea,2014-02-10
Police (Australia),"Return, release person(s)",Citizen (Australia),2014-03-20
John Kerry,Consult,Head of Government (Egypt),2014-06-22
Abdullah Gül,Appeal to others to meet or negotiate,Opposition Supporter (Turkey),2014-01-13
François Hollande,Express intent to cooperate,Xi Jinping,2014-11-16
South Korea,Consult,China,2014-07-04
Police (Canada),Make statement,Canadian Armed Forces,2014-10-22
Xi Jinping,Demand diplomatic cooperation (such as policy support),China,2014-05-02
Alleged Militants (India),"Abduct, hijack, or take hostage",Citizen (India),2014-07-29
North Korea,Criticize or denounce,Barack Obama,2014-12-22
Uhuru Muigai Kenyatta,Make statement,Qatar,2014-04-25
Japan,Engage in negotiation,China,2014-09-01
Ministry (Nigeria),Yield,Rauf Aregbesola,2014-08-12
Vietnam,Express intent to engage in diplomatic cooperation (such as policy support),China,2014-05-20
Citizen (Greece),"Protest violently, riot",Police (Greece),2014-12-06
Abdullah Abdullah,Accuse,Election Commission (Afghanistan),2014-07-02
Foreign Affairs (United States),Criticize or denounce,North Korea,2014-02-14
Protester (Hong Kong),Demonstrate or rally,Police (Hong Kong),2014-10-13
Canada,Praise or endorse,Iraq,2014-09-04
Benjamin Netanyahu,Express intent to meet or negotiate,Yair Lapid,2014-12-02
Barack Obama,Praise or endorse,Iraq,2014-09-09
Head of Government (Nigeria),Make statement,Government (Nigeria),2014-12-20
Al-Shabaab,"Return, release person(s)",Businessperson (Somalia),2014-08-28
Citizen (Nigeria),Rally opposition against,Oluṣẹgun Ọbasanjọ,2014-12-06
Citizen (Nigeria),Criticize or denounce,Government (Nigeria),2014-04-21
Catherine Ashton,Express intent to meet or negotiate,Iran,2014-03-08
Government (Kenya),Express intent to engage in diplomatic cooperation (such as policy support),Citizen (Kenya),2014-06-26
Liu Zhenmin,Express intent to meet or negotiate,South Korea,2014-02-19
North Korea,Rally support on behalf of,UN Security Council,2014-03-30
South Korea,Make statement,North Korea,2014-02-28
Media (Africa),Consult,Citizen (Sudan),2014-07-23
China,Express intent to engage in diplomatic cooperation (such as policy support),African Union,2014-05-06
Xi Jinping,Consult,Communist Party (Russia),2014-09-26
China,Express intent to engage in diplomatic cooperation (such as policy support),Fiji,2014-11-22
Boko Haram,fight with small arms and light weapons,Citizen (Nigeria),2014-07-21
Antonis Samaras,Express intent to cooperate,Abdel Fattah Al-Sisi,2014-11-08
Cristina Fernández de Kirchner,Express intent to engage in diplomatic cooperation (such as policy support),Xi Jinping,2014-07-18
Barack Obama,Make a visit,China,2014-11-17
Japan,Accuse,China,2014-06-11
Mohammad Javad Zarif,Make statement,Iran,2014-03-15
Japan,Express intent to cooperate on intelligence,South Korea,2014-12-29
Government (Nigeria),Express intent to meet or negotiate,Citizen (Nigeria),2014-10-27
Mohammad Javad Zarif,Consult,Catherine Ashton,2014-11-04
South Africa,Reduce relations,Foreign Affairs (Rwanda),2014-03-13
Business (Bulgaria),Consult,Labor Union (Bulgaria),2014-07-09
Taavi Rõivas,Make pessimistic comment,France,2014-07-08
Japan,Consult,North Korea,2014-05-29
Mohammad Javad Zarif,Make statement,Catherine Ashton,2014-05-15
UN Security Council,Engage in negotiation,Iran,2014-06-04
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-11-12
China,Make an appeal or request,Afghanistan,2014-05-20
Protester (Ukraine),"Obstruct passage, block",Justice Department/Ministery (Ukraine),2014-01-27
John Kerry,Engage in negotiation,Arseniy Yatsenyuk,2014-03-04
South Korea,Express intent to meet or negotiate,North Korea,2014-11-27
Joselito Atienza,Make statement,Police (Philippines),2014-01-21
Oluṣẹgun Ọbasanjọ,Make optimistic comment,Citizen (Nigeria),2014-05-16
Julie Bishop,Reject,Barack Obama,2014-11-21
Mohammad Javad Zarif,Express intent to meet or negotiate,Sergey Viktorovich Lavrov,2014-08-30
Chuck Hagel,Consult,Hamad bin Ali al-Attiyah,2014-07-14
Government (South Africa),Accuse,Foreign Affairs (Rwanda),2014-03-17
UN Security Council,Make an appeal or request,Armed Rebel (Yemen),2014-08-29
Uhuru Muigai Kenyatta,Express intent to cooperate,Citizen (Kenya),2014-06-11
John Kerry,Make a visit,France,2014-11-23
François Hollande,Express intent to meet or negotiate,Guinea,2014-11-21
South Korea,Threaten,North Korea,2014-05-08
South Korea,Consider policy option,Japan,2014-09-26
Benjamin Netanyahu,Accuse,Iran,2014-04-27
Attacker (Afghanistan),Use unconventional violence,Afghanistan,2014-01-18
Arseniy Yatsenyuk,Make a visit,Pope Francis,2014-04-26
John Kerry,Make statement,Iran,2014-12-08
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-02-12
Head of Government (Egypt),Consult,Food and Agriculture Organization,2014-11-25
Dmitry Anatolyevich Medvedev,Consult,Barack Obama,2014-11-13
Bala Abdulkadir Mohammed,Make statement,Education (Nigeria),2014-01-12
Election Commission (Afghanistan),Make statement,Ashraf Ghani Ahmadzai,2014-07-11
France,Express intent to cooperate economically,Iran,2014-11-24
Court Judge (Namibia),Reject,Citizen (Namibia),2014-10-30
Protester (Thailand),Demand change in leadership,Citizen (Thailand),2014-01-01
Sudan,Demand,UN Security Council,2014-12-13
Joseph Robinette Biden,Discuss by telephone,Nuri al-Maliki,2014-01-07
Boko Haram,Use conventional military force,Citizen (Nigeria),2014-05-14
South Korea,Express intent to settle dispute,China,2014-09-11
Sergey Viktorovich Lavrov,Express intent to meet or negotiate,John Kerry,2014-01-21
Benjamin Netanyahu,Deny responsibility,Cabinet / Council of Ministers / Advisors (United States),2014-02-02
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-05-23
Citizen (Nigeria),Appeal for economic aid,Government (Nigeria),2014-10-13
Japan,Express intent to settle dispute,China,2014-12-31
Malaysia,Express intent to cooperate,Thailand,2014-12-02
Police (Indonesia),Investigate,Men (Indonesia),2014-09-15
Citizen (Nigeria),Demand,Government (Nigeria),2014-06-20
Alex Salmond,Accuse,Citizen (United Kingdom),2014-09-11
Iran,Engage in diplomatic cooperation,Iraq,2014-12-19
South Korea,Express intent to engage in diplomatic cooperation (such as policy support),Japan,2014-01-10
China,Express intent to cooperate,South Africa,2014-07-16
Ashraf Ghani Ahmadzai,Make statement,Afghanistan,2014-10-22
Barack Obama,Provide military aid,Armed Rebel (Syria),2014-09-12
Police (Hong Kong),Use tactics of violent repression,Protester (Hong Kong),2014-10-16
Vera Jourova,Make statement,Milos Zeman,2014-10-02
China,Consult,Iran,2014-11-18
China,Accuse,Philippines,2014-05-07
Tajikistan,Engage in diplomatic cooperation,Afghanistan,2014-01-14
Arseniy Yatsenyuk,Demand,Defense / Security Ministry (Ukraine),2014-03-19
Sergey Viktorovich Lavrov,Meet at a 'third' location,Cabinet / Council of Ministers / Advisors (United States),2014-12-04
Abdelilah Benkirane,Host a visit,Royal Administration (Spain),2014-07-16
Sheikh Hasina Wajed,Express intent to meet or negotiate,Hun Sen,2014-06-16
Government (Nigeria),Make pessimistic comment,Citizen (Nigeria),2014-02-17
Børge Brende,Make a visit,Iran,2014-11-05
Tanzania,"Arrest, detain, or charge with legal action",Citizen (Tanzania),2014-07-10
Sergey Viktorovich Lavrov,Engage in negotiation,Heraldo Muñoz,2014-04-30
Barack Obama,Consult,Benjamin Netanyahu,2014-03-04
Police (Kenya),Use conventional military force,Citizen (Kenya),2014-11-18
Barack Obama,Make a visit,Xi Jinping,2014-11-13
Foreign Affairs (Latvia),Express intent to meet or negotiate,Iran,2014-04-19
Catherine Ashton,Discuss by telephone,Sergey Viktorovich Lavrov,2014-02-21
John Kerry,Consult,Joseph Kabila,2014-05-05
China,Consult,France,2014-07-03
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-11-28
Barack Obama,Make a visit,South Korea,2014-02-14
Cabinet / Council of Ministers / Advisors (United States),Consult,Sergey Viktorovich Lavrov,2014-12-15
Vesna Pusić,Make statement,Martin Spegelj,2014-05-11
China,Engage in diplomatic cooperation,Vietnam,2014-10-29
John Kerry,Express intent to cooperate,Sergey Viktorovich Lavrov,2014-03-15
Cabinet / Council of Ministers / Advisors (United States),Consult,Mohammad Javad Zarif,2014-11-09
China,Express intent to engage in diplomatic cooperation (such as policy support),South Sudan,2014-07-02
Sergey Viktorovich Lavrov,Consult,John Kerry,2014-06-05
Antonis Samaras,Consult,Evangelos Venizelos,2014-10-29
Barack Obama,Make statement,Raúl Castro,2014-12-19
Bahrain,"Arrest, detain, or charge with legal action",Men (Bahrain),2014-02-19
Benjamin Netanyahu,Discuss by telephone,Barack Obama,2014-07-10
South Korea,Make an appeal or request,North Korea,2014-02-28
Member of Parliament (Iran),Demand,Iran,2014-03-09
Citizen (Thailand),Demonstrate or rally,Thailand,2014-05-24
Catherine Ashton,Sign formal agreement,John Kerry,2014-10-15
Bhupinder Singh Hooda,Make pessimistic comment,Citizen (India),2014-09-27
Vietnam,Threaten,China,2014-05-07
Afghanistan,Ease administrative sanctions,Media Personnel (United States),2014-10-07
