head,relation,tail,time
Mohammad Javad Zarif,Consult,Iraq,2014-01-15
Sergey Viktorovich Lavrov,Discuss by telephone,John Kerry,2014-01-15
Police (Ukraine),Physically assault,Protester (Ukraine),2014-01-15
Angola,Host a visit,Guy Scott,2014-01-15
Mohammad Javad Zarif,Engage in symbolic act,Hezbollah,2014-01-15
Iraq,Host a visit,Mohammad Javad Zarif,2014-01-15
Citizen (Thailand),Criticize or denounce,Thaksin Shinawatra,2014-01-15
Mohammad Javad Zarif,Make an appeal or request,Iran,2014-01-15
Iran,Host a visit,Majid Takht Ravanchi,2014-01-15
Protester (Ukraine),Demonstrate or rally,Police (Ukraine),2014-01-15
Iran,Host a visit,Sergey Viktorovich Lavrov,2014-01-15
Angola,Host a visit,Uhuru Muigai Kenyatta,2014-01-15
Mohammad Javad Zarif,Make a visit,Hezbollah,2014-01-15
Sergey Viktorovich Lavrov,Sign formal agreement,John Kerry,2014-01-15
Iran,Meet at a 'third' location,Mohammad Javad Zarif,2014-01-15
Sergey Viktorovich Lavrov,Make a visit,Iran,2014-01-15
Guy Scott,Make a visit,Angola,2014-01-15
Uhuru Muigai Kenyatta,Make a visit,Angola,2014-01-15
Mohammad Javad Zarif,Make a visit,Iraq,2014-01-15
Sergey Viktorovich Lavrov,Make statement,Iran,2014-01-16
John Kerry,Sign formal agreement,Sergey Viktorovich Lavrov,2014-01-16
Mohammad Javad Zarif,Host a visit,Sergey Viktorovich Lavrov,2014-01-16
Sergey Viktorovich Lavrov,Engage in negotiation,Mohammad Javad Zarif,2014-01-16
South Korea,Reject,North Korea,2014-01-16
Police (South Africa),"Arrest, detain, or charge with legal action",Men (South Africa),2014-01-16
North Korea,Make an appeal or request,South Korea,2014-01-16
Women (Denmark),Make an appeal or request,Men (India),2014-01-16
The Hague,Host a visit,Public Courts (Lebanon),2014-01-16
Catherine Ashton,Make a visit,Iran,2014-01-16
Mohammad Javad Zarif,Engage in negotiation,Sergey Viktorovich Lavrov,2014-01-16
Royal Administration (Jordan),Host a visit,John Kerry,2014-01-16
Catherine Ashton,Make a visit,Kuwait,2014-01-16
Romania,Host a visit,Victoria Nuland,2014-01-16
Government (Nigeria),Express intent to cooperate,Citizen (Nigeria),2014-01-16
Sergey Viktorovich Lavrov,Demand,Iran,2014-01-16
Iran,Host a visit,Catherine Ashton,2014-01-16
Police (South Africa),Use conventional military force,Men (South Africa),2014-01-16
Iran,Host a visit,Sergey Viktorovich Lavrov,2014-01-16
Iran,Express intent to meet or negotiate,Sergey Viktorovich Lavrov,2014-01-16
Sergey Viktorovich Lavrov,Meet at a 'third' location,John Kerry,2014-01-16
Sergey Viktorovich Lavrov,Express intent to meet or negotiate,John Kerry,2014-01-16
John Kerry,Make a visit,Royal Administration (Jordan),2014-01-16
Men (South Africa),Accuse,Police (South Africa),2014-01-16
John Kerry,Consult,Sergey Viktorovich Lavrov,2014-01-16
John Kerry,Meet at a 'third' location,Sergey Viktorovich Lavrov,2014-01-16
Kuwait,Host a visit,Catherine Ashton,2014-01-16
Men (India),Sexually assault,Women (Denmark),2014-01-16
Victoria Nuland,Make a visit,Romania,2014-01-16
Sergey Viktorovich Lavrov,Make a visit,Mohammad Javad Zarif,2014-01-16
Public Courts (Lebanon),Make a visit,The Hague,2014-01-16
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-01-16
Mohammad Javad Zarif,Express intent to meet or negotiate,Sergey Viktorovich Lavrov,2014-01-16
Sergey Viktorovich Lavrov,Consult,Mohammad Javad Zarif,2014-01-16
Mohammad Javad Zarif,Consult,Sergey Viktorovich Lavrov,2014-01-16
Catherine Ashton,Express intent to meet or negotiate,Kuwait,2014-01-16
Sergey Viktorovich Lavrov,Consult,John Kerry,2014-01-16
Citizen (Kenya),Accuse,Police (Kenya),2014-01-17
Henk Kamp,Make a visit,City Mayor (Netherlands),2014-01-17
China,Host a visit,Foreign Affairs (Mongolia),2014-01-17
Police (Kenya),Expel or deport individuals,Citizen (Kenya),2014-01-17
Iraq,Host a visit,Mohammad Javad Zarif,2014-01-17
Police (Uganda),Use conventional military force,Citizen (Uganda),2014-01-17
Enrico Letta,Make a visit,Mexico,2014-01-17
South Korea,Reject,North Korea,2014-01-17
Citizen (Uganda),Use unconventional violence,Police (Uganda),2014-01-17
Sergey Viktorovich Lavrov,Express intent to meet or negotiate,Foreign Affairs (Syria),2014-01-17
Benjamin Netanyahu,Make a visit,Canada,2014-01-17
France,Host a visit,Zakir Hasanov,2014-01-17
John Kerry,Praise or endorse,Evangelos Venizelos,2014-01-17
North Korea,Make an appeal or request,South Korea,2014-01-17
Foreign Affairs (Syria),Consult,Sergey Viktorovich Lavrov,2014-01-17
Zakir Hasanov,Make a visit,France,2014-01-17
Protester (Ukraine),"Protest violently, riot",Police (Ukraine),2014-01-17
Citizen (Sudan),Use unconventional violence,Police (Sudan),2014-01-17
Mexico,Host a visit,Enrico Letta,2014-01-17
Canada,Host a visit,Benjamin Netanyahu,2014-01-17
Sergey Viktorovich Lavrov,Engage in negotiation,Foreign Affairs (Syria),2014-01-17
Police (Sudan),fight with small arms and light weapons,Citizen (Sudan),2014-01-17
Police (Kenya),"Arrest, detain, or charge with legal action",Citizen (Kenya),2014-01-17
Police (Ukraine),Use tactics of violent repression,Protester (Ukraine),2014-01-17
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-01-17
Foreign Affairs (Mongolia),Make a visit,China,2014-01-17
North Korea,Criticize or denounce,South Korea,2014-01-17
Mohammad Javad Zarif,Make a visit,Iraq,2014-01-17
Foreign Affairs (Syria),Engage in negotiation,Sergey Viktorovich Lavrov,2014-01-17
Protester (Egypt),"Protest violently, riot",Police (Egypt),2014-01-17
Morocco,Host a visit,Iran,2014-01-17
South Korea,Make statement,North Korea,2014-01-17
Police (Sudan),Use conventional military force,Citizen (Sudan),2014-01-17
South Korea,Criticize or denounce,North Korea,2014-01-17
Iran,Make a visit,Morocco,2014-01-17
City Mayor (Netherlands),Host a visit,Henk Kamp,2014-01-17
Evangelos Venizelos,Make a visit,John Kerry,2014-01-17
Sergey Viktorovich Lavrov,Consult,Foreign Affairs (Syria),2014-01-17
Police (Uganda),Reject,Citizen (Uganda),2014-01-17
Nhial Deng Nhial,Make a visit,Ethiopia,2014-01-18
Ethiopia,Host a visit,Nhial Deng Nhial,2014-01-18
Organisation of Islamic Cooperation,Make a visit,Morocco,2014-01-18
Vietnam,Make a visit,Hun Sen,2014-01-18
Hun Sen,Host a visit,Vietnam,2014-01-18
Iran,Host a visit,Jack Straw,2014-01-18
China,Host a visit,Head of Government (Bulgaria),2014-01-18
Jack Straw,Make a visit,Iran,2014-01-18
Head of Government (Bulgaria),Make a visit,China,2014-01-18
Morocco,Host a visit,Organisation of Islamic Cooperation,2014-01-18
Vietnam,Make a visit,Cambodia,2014-01-18
Cambodia,Host a visit,Vietnam,2014-01-18
Sudan,Host a visit,Iraq,2014-01-19
Abu Bakr Abdullah al-Qirbi,Make empathetic comment,Mohammad Javad Zarif,2014-01-19
Iraq,Make a visit,Sudan,2014-01-19
Eritrea,Host a visit,Umar al Bashir,2014-01-19
John Kerry,Consult,Sergey Viktorovich Lavrov,2014-01-19
Umar al Bashir,Make a visit,Eritrea,2014-01-19
Iraq,Host a visit,Nuri al-Maliki,2014-01-19
Sergey Viktorovich Lavrov,Engage in negotiation,John Kerry,2014-01-19
Mohammad Javad Zarif,Discuss by telephone,Abu Bakr Abdullah al-Qirbi,2014-01-19
John Kerry,Engage in negotiation,Sergey Viktorovich Lavrov,2014-01-19
Sergey Viktorovich Lavrov,Consult,John Kerry,2014-01-19
Nuri al-Maliki,Make a visit,Iraq,2014-01-19
Abdel Fattah Al-Sisi,Host a visit,Congress (United States),2014-01-20
Sergey Viktorovich Lavrov,Express intent to meet or negotiate,Børge Brende,2014-01-20
Børge Brende,Make an appeal or request,Sergey Viktorovich Lavrov,2014-01-20
Middle East,Host a visit,Benjamin Netanyahu,2014-01-20
Oman,Host a visit,Jakaya Mrisho Kikwete,2014-01-20
John Kerry,Consult,Tzipi Livni,2014-01-20
North Korea,Make an appeal or request,South Korea,2014-01-20
Børge Brende,Express intent to meet or negotiate,Sergey Viktorovich Lavrov,2014-01-20
Police (Ukraine),Use conventional military force,Protester (Ukraine),2014-01-20
Cambodia,Host a visit,Vietnam,2014-01-20
Sergey Viktorovich Lavrov,Consult,Børge Brende,2014-01-20
Citizen (Thailand),Make pessimistic comment,Thailand,2014-01-20
Foreign Affairs (South Korea),Host a visit,Armed Gang (Libya),2014-01-20
Armed Gang (Libya),"Abduct, hijack, or take hostage",Foreign Affairs (South Korea),2014-01-20
Adli Mansour,Make a visit,Antonis Samaras,2014-01-20
Tzipi Livni,Express intent to meet or negotiate,John Kerry,2014-01-20
Citizen (Nigeria),Criticize or denounce,Government (Nigeria),2014-01-20
Antonis Samaras,Host a visit,Adli Mansour,2014-01-20
Citizen (Thailand),"Conduct suicide, car, or other non-military bombing",Thailand,2014-01-20
Protester (Ukraine),Make statement,Police (Ukraine),2014-01-20
South Korea,Reject,North Korea,2014-01-20
Benjamin Netanyahu,Make a visit,Middle East,2014-01-20
China,fight with small arms and light weapons,Japan,2014-01-20
Thailand,Appeal for diplomatic cooperation (such as policy support),Citizen (Thailand),2014-01-20
South Korea,Criticize or denounce,North Korea,2014-01-20
Citizen (Nigeria),Threaten,Azubuike Ihejirika,2014-01-20
Congress (United States),Make a visit,Abdel Fattah Al-Sisi,2014-01-20
Protester (Ukraine),"Protest violently, riot",Police (Ukraine),2014-01-20
Citizen (Nigeria),Demand,Government (Nigeria),2014-01-20
Azubuike Ihejirika,Accuse,Citizen (Nigeria),2014-01-20
Jakaya Mrisho Kikwete,Make a visit,Oman,2014-01-20
Royal Administration (Nigeria),Give ultimatum,Oluṣẹgun Ọbasanjọ,2014-01-20
Oluṣẹgun Ọbasanjọ,Accuse,Royal Administration (Nigeria),2014-01-20
Government (Nigeria),"Arrest, detain, or charge with legal action",Citizen (Nigeria),2014-01-20
North Korea,Demand,South Korea,2014-01-20
United Arab Emirates,Host a visit,Macky Sall,2014-01-20
Vietnam,Make a visit,Cambodia,2014-01-20
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-01-20
John Kerry,Express intent to meet or negotiate,Tzipi Livni,2014-01-20
Oluṣẹgun Ọbasanjọ,Demand,Royal Administration (Nigeria),2014-01-20
Børge Brende,Consult,Sergey Viktorovich Lavrov,2014-01-20
Macky Sall,Make a visit,United Arab Emirates,2014-01-20
Police (Ukraine),Use tactics of violent repression,Protester (Ukraine),2014-01-20
Japan,Criticize or denounce,China,2014-01-20
Tzipi Livni,Consult,John Kerry,2014-01-20
Government (Nigeria),Investigate,Citizen (Nigeria),2014-01-20
Protester (Ukraine),Demonstrate or rally,Police (Ukraine),2014-01-20
Samuel Sitta,Make a visit,Tanzania,2014-01-20
Tanzania,Host a visit,Samuel Sitta,2014-01-20
Protester (Ukraine),"Defy norms, law",Police (Ukraine),2014-01-21
Organisation of Islamic Cooperation,Make a visit,Morocco,2014-01-21
Romania,Host a visit,China,2014-01-21
Iran,Host a visit,Jack Straw,2014-01-21
Mohammad Javad Zarif,Make a visit,Gurbanguly Berdymukhammedov,2014-01-21
Sergey Viktorovich Lavrov,Express intent to meet or negotiate,John Kerry,2014-01-21
Sudan,Host a visit,Agence France-Presse,2014-01-21
China,Make an appeal or request,Japan,2014-01-21
Pope Francis,Consult,Barack Obama,2014-01-21
Mohammad Javad Zarif,Make empathetic comment,Iran,2014-01-21
John Kerry,Discuss by telephone,Sergey Viktorovich Lavrov,2014-01-21
Police (Ukraine),Use conventional military force,Protester (Ukraine),2014-01-21
Iran,Make a visit,Morocco,2014-01-21
Citizen (Malaysia),Use unconventional violence,Malaysia,2014-01-21
Barack Obama,Make a visit,North Atlantic Treaty Organization,2014-01-21
Morocco,Host a visit,Iran,2014-01-21
Opposition Activist (Ukraine),"Protest violently, riot",Police (Ukraine),2014-01-21
Citizen (Kenya),Express intent to engage in diplomatic cooperation (such as policy support),Police (Kenya),2014-01-21
Government (Kenya),Deny responsibility,Citizen (Kenya),2014-01-21
Barack Obama,Engage in negotiation,Pope Francis,2014-01-21
Ethiopia,Host a visit,African Union,2014-01-21
Agence France-Presse,Make a visit,Sudan,2014-01-21
Japan,Criticize or denounce,China,2014-01-21
Police (Kenya),Demand,Citizen (Kenya),2014-01-21
The Hague,Host a visit,François Hollande,2014-01-21
Police (Ukraine),Use tactics of violent repression,Opposition Activist (Ukraine),2014-01-21
Jack Straw,Make a visit,Iran,2014-01-21
South Korea,Express intent to meet or negotiate,China,2014-01-21
China,Make a visit,Romania,2014-01-21
Iran,Host a visit,Member of Legislative (Govt) (South Korea),2014-01-21
China,Express intent to cooperate,South Korea,2014-01-21
Citizen (Kenya),Use unconventional violence,Police (Kenya),2014-01-21
South Sudan,Host a visit,African Union,2014-01-21
Police (Ukraine),Physically assault,Protester (Ukraine),2014-01-21
Mohammad Javad Zarif,Make statement,Iran,2014-01-21
Malaysia,"Arrest, detain, or charge with legal action",Citizen (Malaysia),2014-01-21
African Union,Make a visit,South Sudan,2014-01-21
Iran,Host a visit,Mohammad Javad Zarif,2014-01-21
Pope Francis,Engage in negotiation,Barack Obama,2014-01-21
Barack Obama,Consult,Pope Francis,2014-01-21
Member of Legislative (Govt) (South Korea),Make a visit,Iran,2014-01-21
African Union,Make a visit,Ethiopia,2014-01-21
Police (Ukraine),Use tactics of violent repression,Protester (Ukraine),2014-01-21
Gurbanguly Berdymukhammedov,Host a visit,Mohammad Javad Zarif,2014-01-21
North Atlantic Treaty Organization,Host a visit,Barack Obama,2014-01-21
China,Express intent to meet or negotiate,South Korea,2014-01-21
Iraq,Host a visit,Business (Iran),2014-01-21
China,Consult,South Korea,2014-01-21
South Korea,Make pessimistic comment,North Korea,2014-01-21
North Korea,"Reject plan, agreement to settle dispute",South Korea,2014-01-21
Iran,Express intent to engage in diplomatic cooperation (such as policy support),Iraq,2014-01-21
Morocco,Host a visit,Organisation of Islamic Cooperation,2014-01-21
Citizen (Kenya),Demand,Government (Kenya),2014-01-21
Mohammad Javad Zarif,Make a visit,Iran,2014-01-21
South Korea,Express intent to cooperate,China,2014-01-21
Business (Iran),Make a visit,Iraq,2014-01-21
François Hollande,Make a visit,The Hague,2014-01-21
Barack Obama,Express intent to meet or negotiate,Pope Francis,2014-01-21
Iraq,Engage in diplomatic cooperation,Iran,2014-01-21
Salman Khurshid,Consult,Cabinet / Council of Ministers / Advisors (United States),2014-01-22
Protester (Ukraine),Demonstrate or rally,Police (Ukraine),2014-01-22
Barack Obama,Make a visit,North Atlantic Treaty Organization,2014-01-22
Qatar,Host a visit,Ibrahim Boubacar Keïta,2014-01-22
Milan Chovanec,Make statement,Milos Zeman,2014-01-22
France,Host a visit,European Parliament,2014-01-22
Milos Zeman,Consult,Milan Chovanec,2014-01-22
European Parliament,Make a visit,France,2014-01-22
Salman Khurshid,Engage in negotiation,Cabinet / Council of Ministers / Advisors (United States),2014-01-22
Sergey Viktorovich Lavrov,Consult,John Kerry,2014-01-22
Police (Ukraine),fight with small arms and light weapons,Protester (Ukraine),2014-01-22
Cabinet / Council of Ministers / Advisors (United States),Engage in negotiation,Salman Khurshid,2014-01-22
John Kerry,Engage in negotiation,Sergey Viktorovich Lavrov,2014-01-22
Caroline Kennedy,Make a visit,Japan,2014-01-22
John Kerry,Consult,Sergey Viktorovich Lavrov,2014-01-22
Julie Bishop,Praise or endorse,Barack Obama,2014-01-22
South Korea,Make an appeal or request,North Korea,2014-01-22
Sergey Viktorovich Lavrov,Engage in negotiation,John Kerry,2014-01-22
African Union,Make a visit,South Sudan,2014-01-22
Police (Ukraine),Use tactics of violent repression,Protester (Ukraine),2014-01-22
Barack Obama,Express intent to meet or negotiate,Pope Francis,2014-01-22
Pope Francis,Engage in negotiation,Barack Obama,2014-01-22
Caroline Kennedy,Express intent to meet or negotiate,Japan,2014-01-22
North Atlantic Treaty Organization,Host a visit,Barack Obama,2014-01-22
Barack Obama,Investigate,Julie Bishop,2014-01-22
Cabinet / Council of Ministers / Advisors (United States),Consult,Salman Khurshid,2014-01-22
Ibrahim Boubacar Keïta,Make a visit,Qatar,2014-01-22
Japan,Host a visit,Caroline Kennedy,2014-01-22
South Sudan,Host a visit,African Union,2014-01-22
North Korea,Criticize or denounce,South Korea,2014-01-22
Protester (Ukraine),Demonstrate or rally,Police (Ukraine),2014-01-23
Iran,Host a visit,Central Intelligence Agency,2014-01-23
Police (Ukraine),fight with small arms and light weapons,Protester (Ukraine),2014-01-23
Iran,Sign formal agreement,China,2014-01-23
Zhang Yesui,Make a visit,Cabinet / Council of Ministers / Advisors (United States),2014-01-23
Member of Legislative (Govt) (South Korea),Make a visit,Iran,2014-01-23
Protester (Ukraine),Engage in negotiation,Police (Ukraine),2014-01-23
Qatar,Host a visit,Ibrahim Boubacar Keïta,2014-01-23
John Kerry,Make statement,China,2014-01-23
Protester (Ukraine),"Protest violently, riot",Police (Ukraine),2014-01-23
China,Express intent to meet or negotiate,Iran,2014-01-23
Ibrahim Boubacar Keïta,Make a visit,Qatar,2014-01-23
Protester (Ukraine),Demand de-escalation of military engagement,Police (Ukraine),2014-01-23
South Korea,Make a visit,Iran,2014-01-23
Cabinet / Council of Ministers / Advisors (United States),Host a visit,Zhang Yesui,2014-01-23
Iran,Coerce,Central Intelligence Agency,2014-01-23
Iran,Host a visit,Member of Legislative (Govt) (South Korea),2014-01-23
Police (Ukraine),Use tactics of violent repression,Protester (Ukraine),2014-01-23
Barack Obama,Make a visit,China,2014-01-23
Citizen (Nigeria),Use unconventional violence,Farm Worker (Nigeria),2014-01-23
Farm Worker (Nigeria),Use conventional military force,Citizen (Nigeria),2014-01-23
John Kerry,Praise or endorse,China,2014-01-23
Central Intelligence Agency,Make a visit,Iran,2014-01-23
Iran,Accuse,Central Intelligence Agency,2014-01-23
Mexico,Host a visit,Tourist (Colombia),2014-01-23
