head,relation,tail,time
Xi Jinping,Praise or endorse,Barack Obama,2014/11/4
Police (Malaysia),Make statement,Malaysia,2014/1/25
Cabinet / Council of Ministers / Advisors (United States),Make a visit,Afghanistan,2014/8/3
Iran,Make a visit,Ireland,2014/9/21
New Zealand,Host a visit,Xi Jinping,2014/11/10
China,Express intent to engage in diplomatic cooperation (such as policy support),Portugal,2014/5/15
Massoud Barzani,Consult,Legislature (Iraq),2014/7/4
South Korea,Express intent to cooperate,Japan,2014/10/11
Criminal (Brazil),"Return, release person(s)",Citizen (Brazil),2014/5/18
Abdel Fattah Al-Sisi,Make a visit,France,2014/11/22
Member of Parliament (Jordan),Praise or endorse,Police (Jordan),2014/1/16
Bismillah Khan Mohammadi,Make statement,Afghanistan,2014/10/4
China,Host a visit,Abdel Fattah Al-Sisi,2014/12/20
China,Make optimistic comment,Iran,2014/5/20
Member of the Judiciary (Nigeria),Make pessimistic comment,Citizen (Nigeria),2014/9/29
Ashraf Ghani Ahmadzai,Express intent to meet or negotiate,Abdullah Abdullah,2014/7/14
Imran Khan,Threaten,Government (Pakistan),2014/8/17
Martin Lidegaard,Express intent to meet or negotiate,Mohammad Javad Zarif,2014/9/1
Foreign Affairs (South Korea),Appeal for judicial cooperation,Foreign Affairs (United States),2014/6/2
Vitali Klitschko,Make statement,Protester (Ukraine),2014/1/25
China,Host a visit,Head of Government (Turkmenistan),2014/5/11
Frank Bainimarama,Make statement,Fiji,2014/8/29
Middle East,Consult,John Kerry,2014/6/27
François Hollande,Praise or endorse,Japan,2014/9/24
South Korea,Express intent to cooperate,China,2014/7/4
Pedro Manuel Mamede Passos Coelho,Make statement,Portugal,2014/9/9
Police (Indonesia),Provide humanitarian aid,Women (Indonesia),2014/5/4
Frank Bainimarama,Engage in negotiation,Julie Bishop,2014/11/2
Raj Thackeray,Make an appeal or request,Citizen (India),2014/3/5
Protester (Hong Kong),Demonstrate or rally,Other Authorities / Officials (Hong Kong),2014/11/28
Police (Sudan),fight with small arms and light weapons,Citizen (Sudan),2014/1/16
Head of Government (Ukraine),Consult,Angela Merkel,2014/10/17
Japan,Sign formal agreement,China,2014/11/9
Liyel Imoke,Praise or endorse,Citizen (Nigeria),2014/1/23
Haider Al-Abadi,Praise or endorse,Iran,2014/12/3
Manohar Lal Khattar,Make an appeal or request,Citizen (India),2014/11/8
Alfred Mutua,Make statement,Government (Kenya),2014/11/5
Police (Ukraine),Make statement,Arseniy Yatsenyuk,2014/10/31
Abdullah Abdullah,Make statement,Afghanistan,2014/11/21
Citizen (Thailand),Criticize or denounce,Protester (Thailand),2014/1/22
Foreign Affairs (Argentina),Consult,Cristina Fernández de Kirchner,2014/2/27
Botswana,Consult,Angola,2014/7/23
Sergey Viktorovich Lavrov,Consult,Paolo Gentiloni,2014/12/4
Catherine Ashton,Make a visit,South Korea,2014/2/25
Ministry (South Africa),Make statement,South Africa,2014/9/9
Rafael Ramírez,Express intent to meet or negotiate,Pedro Joaquin Coldwell,2014/11/7
Bangladesh Nationalist Party,Make statement,Awami (People's) League,2014/2/2
Customs Official (India),"Arrest, detain, or charge with legal action",Citizen (India),2014/9/24
France,"Arrest, detain, or charge with legal action",Men (France),2014/3/28
People Associated with the Opposition (Mauritania),Make statement,Government (Mauritania),2014/10/18
Iran,Host a visit,Nuri al-Maliki,2014/11/11
Abdullah Gül,Make optimistic comment,China,2014/7/11
Lawyer/Attorney (Australia),Praise or endorse,Kevin Rudd,2014/2/8
Catherine Ashton,Consult,Vitali Klitschko,2014/2/6
Iran,Consult,Oman,2014/8/11
Lawyer/Attorney (South Korea),Accuse,Citizen (South Korea),2014/8/20
Catherine Ashton,Meet at a 'third' location,John Kerry,2014/11/9
Lawyer/Attorney (Egypt),Share intelligence or information,Other Authorities / Officials (Egypt),2014/4/14
Arseniy Yatsenyuk,Demonstrate or rally,Other Authorities / Officials (Russia),2014/3/10
Military (Mozambique),Use conventional military force,Armed Gang (RENAMO),2014/5/18
John Kerry,Express intent to meet or negotiate,Sergey Viktorovich Lavrov,2014/12/4
Court Judge (Nigeria),Demand,Government (Nigeria),2014/4/7
Juan Carlos Pinzon,Accuse,National Liberation Army,2014/6/3
Jitan Ram Manjhi,Make an appeal or request,Citizen (India),2014/11/25
Foreign Affairs (Libya),Consult,Abdelkader Messahel,2014/11/1
Citizen (Thailand),Use unconventional violence,Thailand,2014/7/3
Militant (Nigeria),"Abduct, hijack, or take hostage",Citizen (Nigeria),2014/4/16
María Ángela Holguín,Host a visit,John Kerry,2014/2/28
Xi Jinping,Make statement,China,2014/5/21
Rioter (India),Use unconventional violence,Citizen (India),2014/10/31
Police (Malaysia),"Arrest, detain, or charge with legal action",Men (Malaysia),2014/6/29
China,Criticize or denounce,Philippines,2014/2/28
Madagascar,Express intent to meet or negotiate,International Monetary Fund,2014/3/14
Monastery (Thailand),fight with small arms and light weapons,Children (Thailand),2014/10/20
Armed Gang (Egypt),Use unconventional violence,Police (Egypt),2014/1/31
Insurgent (Thailand),fight with small arms and light weapons,Citizen (Thailand),2014/4/20
Mexico,"Arrest, detain, or charge with legal action",Criminal (Mexico),2014/12/8
Abdullah Abdullah,Consult,John Kerry,2014/8/8
Extremist (Boko Haram),"Abduct, hijack, or take hostage",Citizen (Nigeria),2014/4/17
Sergey Viktorovich Lavrov,Make a visit,Ethiopia,2014/9/1
Central Intelligence Agency,"Arrest, detain, or charge with legal action",Citizen (India),2014/1/18
Academic Staff Union of Universities,Sign formal agreement,Government (Nigeria),2014/4/11
Foreign Affairs (Latvia),Make statement,Edgars Rinkevics,2014/2/20
Foreign Affairs (Russia),Praise or endorse,Other Authorities / Officials (Libya),2014/5/27
Thailand,Expel or deport individuals,Immigrants (Cambodia),2014/6/15
Student (Mexico),Demonstrate or rally,Mexico,2014/11/11
Canada,Engage in symbolic act,Canadian Armed Forces,2014/10/25
Massoud Barzani,Consult,François Hollande,2014/8/9
Barack Obama,Make a visit,North Korea,2014/4/25
City Mayor (Philippines),Make statement,Philippines,2014/8/3
Boko Haram,Use unconventional violence,Citizen (Nigeria),2014/9/16
Foreign Affairs (United States),Make a visit,France,2014/11/4
Citizen (India),Make an appeal or request,Oommen Chandy,2014/9/6
Barack Obama,Consult,Xi Jinping,2014/6/10
Police (South Korea),Confiscate property,Citizen (South Korea),2014/12/28
Benjamin Netanyahu,Accuse of aggression,Hamas,2014/7/28
John Kerry,Consult,Benjamin Netanyahu,2014/12/12
John Kerry,Express intent to meet or negotiate,Federica Mogherini,2014/12/3
Vietnam,Criticize or denounce,China,2014/5/22
Police (Australia),Criticize or denounce,Citizen (Australia),2014/12/1
Defense / Security Ministry (Nigeria),Make statement,Government (Nigeria),2014/10/27
Business (Iran),Express intent to cooperate,Iran,2014/1/7
Philip Hammond,Threaten,North Atlantic Treaty Organization,2014/10/2
Military Personnel - Special (Afghanistan),Use conventional military force,Armed Rebel (Afghanistan),2014/3/8
Ministry (Nigeria),Make statement,Government (Nigeria),2014/11/13
Israeli Defense Forces,Make statement,Hamas,2014/8/3
Nuri al-Maliki,Make statement,Air Force (Iraq),2014/8/4
Election Commission (India),Criticize or denounce,Citizen (India),2014/4/24
Abdullah Abdullah,Reduce relations,Election Commission (Afghanistan),2014/7/5
Japan,Express intent to cooperate economically,Myanmar,2014/3/25
Head of Government (Peru),Consult,Xi Jinping,2014/11/20
City Mayor (Namibia),Make an appeal or request,Citizen (Namibia),2014/7/23
Ministry (Nigeria),Make statement,Government (Nigeria),2014/8/27
Military (Thailand),Mobilize or increase armed forces,Thailand,2014/2/2
Prayuth Chan-ocha,Demand,Ministry (Thailand),2014/10/27
François Hollande,Praise or endorse,Abdel Fattah Al-Sisi,2014/9/17
Member of Parliament (India),Accuse,Citizen (India),2014/9/15
Sergey Viktorovich Lavrov,Express intent to cooperate,John Kerry,2014/10/14
Police (Israel),"Arrest, detain, or charge with legal action",Israeli Defense Forces,2014/4/14
Arnaud Montebourg,Criticize or denounce,Government (France),2014/8/26
Sheikh Hasina Wajed,Consult,Xi Jinping,2014/6/10
China,Engage in diplomatic cooperation,Japan,2014/5/9
Shiv Sena,Physically assault,Citizen (India),2014/11/23
Alfred Mutua,Criticize or denounce,Citizen (Kenya),2014/11/3
Main Opposition (Turkey),Criticize or denounce,Justice and Development Party,2014/1/11
Armed Gang (Thailand),Use unconventional violence,Villager (Thailand),2014/5/23
Protester (Egypt),Demonstrate or rally,Police (Egypt),2014/3/17
Police (Philippines),"Arrest, detain, or charge with legal action",Employee (Philippines),2014/10/29
Military (Philippines),Express intent to engage in diplomatic cooperation (such as policy support),Philippines,2014/12/4
Intelligence (India),Investigate,Citizen (India),2014/6/18
John Kerry,Make a visit,China,2014/2/10
Antonis Samaras,Consult,Evangelos Venizelos,2014/12/23
Benjamin Netanyahu,Discuss by telephone,John Kerry,2014/3/27
South Korea,Criticize or denounce,North Korea,2014/7/3
Foreign Affairs (Romania),Make statement,Romania,2014/12/17
François Hollande,Host a visit,Angela Merkel,2014/5/11
Citizen (India),Appeal for diplomatic cooperation (such as policy support),Employee (India),2014/1/21
Iraq,Make statement,National Alliance (Iraq),2014/6/7
Militant (Mali),fight with small arms and light weapons,Military (Mali),2014/5/21
Organisation of Islamic Cooperation,Make a visit,Morocco,2014/1/21
Citizen (Kenya),Consult,Alfred Mutua,2014/11/5
Ministry (Nigeria),Make an appeal or request,Labor Union (Nigeria),2014/4/25
Antonis Samaras,Express intent to meet or negotiate,Head of Government (Greece),2014/11/27
Amr Mohammed Moussa,Make statement,Hamdeen Sabahi,2014/2/10
Citizen (India),Criticize or denounce,Head of Government (India),2014/10/22
Samuel J. Locklear,Make statement,China,2014/1/16
Afghanistan,Make statement,Abdullah Abdullah,2014/9/30
Combatant (Iraqi Kurds),Occupy territory,Iraq,2014/6/13
Arsen Avakov,Make statement,Police (Ukraine),2014/3/21
Japan,Host a visit,Barack Obama,2014/2/27
Boko Haram,"Abduct, hijack, or take hostage",Citizen (Nigeria),2014/4/16
Chuck Hagel,Make statement,Iran,2014/3/21
Police (Australia),fight with small arms and light weapons,Citizen (Australia),2014/2/14
Armed Rebel (Yemen),Retreat or surrender militarily,Citizen (Yemen),2014/3/13
Ministry (Afghanistan),Make statement,Military Personnel - Special (Afghanistan),2014/3/21
South Sudan,Accuse,Government (Sudan),2014/3/6
Police (Philippines),Make statement,Criminal (Philippines),2014/1/16
Iran,Make statement,Mohammad Javad Zarif,2014/5/11
Governor (Kenya),Consult,Media (Africa),2014/4/22
Qatar,Engage in diplomatic cooperation,Iran,2014/6/1
Citizen (Nigeria),Make an appeal or request,Assemblies (Nigeria),2014/5/15
Military Personnel (Nigeria),Use conventional military force,Citizen (Nigeria),2014/6/18
Media (China),Make an appeal or request,North Korea,2014/10/8
Head of Government (Nigeria),Criticize or denounce,Citizen (Nigeria),2014/12/3
Border Security Force,"Arrest, detain, or charge with legal action",Citizen (India),2014/8/12
Head of Government (India),Praise or endorse,Japan,2014/1/7
Ministry (Egypt),Make a visit,Ethiopia,2014/2/11
Mohammad Javad Zarif,Consult,Catherine Ashton,2014/10/20
Barack Obama,Make statement,Combatant (Islamic State of Iraq and the Levant),2014/8/8
Other Authorities / Officials (Mexico),Make statement,Héctor Beltrán Leyva,2014/10/7
Thailand,Engage in symbolic act,Citizen (Thailand),2014/12/26
Police (Tanzania),fight with small arms and light weapons,Citizen (Tanzania),2014/10/20
John Kerry,Engage in negotiation,John Baird,2014/1/17
Benjamin Netanyahu,Consult,Joseph Robinette Biden,2014/3/5
China,Host a visit,Chuck Hagel,2014/4/9
Malaysia,Praise or endorse,Thailand,2014/6/5
Citizen (Tanzania),Express intent to meet or negotiate,Tanzania,2014/6/3
Customs Official (India),"Arrest, detain, or charge with legal action",Citizen (India),2014/7/19
Antonis Samaras,Consult,Angela Merkel,2014/9/24
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014/1/4
South Korea,Host a visit,Xi Jinping,2014/6/9
Shimon Peres,Consult,Xi Jinping,2014/4/9
François Hollande,Express intent to meet or negotiate,Kazakhstan,2014/6/11
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014/5/16
Iran,Engage in diplomatic cooperation,Oman,2014/12/3
Court Judge (Nigeria),Reject,Citizen (Nigeria),2014/3/20
Medical Personnel (India),Consult,Medical Association (India),2014/3/3
Raj Thackeray,Demand diplomatic cooperation (such as policy support),Citizen (India),2014/11/10
Student (Iran),"Protest violently, riot",Foreign Affairs (United States),2014/4/12
Bahrain,Demand,Foreign Affairs (United States),2014/7/7
Fiji,Host a visit,Head of Government (India),2014/11/18
Sergey Viktorovich Lavrov,Discuss by telephone,Cabinet / Council of Ministers / Advisors (United States),2014/3/8
Secretary of State for the Home Department,Accuse,Citizen (United Kingdom),2014/2/10
Vietnam,Make statement,China,2014/6/11
Sergey Kuzhugetovich Shoygu,Make a visit,China,2014/11/17
Foreign Affairs (Russia),Make statement,Iraq,2014/8/6
Abdullah Abdullah,Express intent to engage in diplomatic cooperation (such as policy support),Afghanistan,2014/11/20
Congress (Nigeria),Accuse,Citizen (Nigeria),2014/4/28
Colombia,Host a visit,Zhang Dejiang,2014/11/28
Xi Jinping,Make an appeal or request,Other Authorities / Officials (China),2014/6/25
South Africa,Reduce or break diplomatic relations,Foreign Affairs (Rwanda),2014/3/16
Alfred Romualdez,Make statement,Philippines,2014/11/10
Laos,Host a visit,North Korea,2014/8/2
China,Sign formal agreement,Japan,2014/11/10
Police (Yemen),Use conventional military force,Armed Rebel (Yemen),2014/9/10
Dmitry Anatolyevich Medvedev,Accuse,Government Official (Russia),2014/11/17
Foreign Affairs (Austria),Praise or endorse,Iran,2014/3/21
Military Personnel (Kenya),Make statement,Police (Kenya),2014/11/5
Tsai Ing-wen,Criticize or denounce,Ma Ying Jeou,2014/4/24
China,Veto,UN Security Council,2014/10/16
Government (United States),Provide aid,Government (Nigeria),2014/6/25
John Kerry,Make statement,North Korea,2014/2/14
Insurgent (Thailand),Use unconventional violence,Military (Thailand),2014/7/8
Sergey Viktorovich Lavrov,Express intent to meet or negotiate,Børge Brende,2014/1/20
Philippines,"Arrest, detain, or charge with legal action",Chief of Staff (Sandiganbayan),2014/6/25
Romania,Host a visit,China,2014/1/21
Iran,Engage in diplomatic cooperation,Middle East,2014/12/26
Thief (India),Kill by physical assault,Citizen (India),2014/4/30
Foreign Affairs (Ukraine),Criticize or denounce,Military (Russia),2014/3/23
Japan,Host a visit,Toomas Hendrik Ilves,2014/3/7
Military (South Sudan),Praise or endorse,Riek Machar,2014/5/28
Police (South Korea),Investigate,Citizen (South Korea),2014/5/20
Other Authorities / Officials (Nigeria),Make statement,Government (Nigeria),2014/11/11
Combatant (Taliban),Use unconventional violence,Afghanistan,2014/6/25
Police (Philippines),"Arrest, detain, or charge with legal action",Criminal (Philippines),2014/2/5
Party Member (Iraq),Make statement,National Alliance (Iraq),2014/8/11
Morocco,"Arrest, detain, or charge with legal action",Men (Morocco),2014/5/5
Other Authorities / Officials (Philippines),Investigate,Police (Philippines),2014/11/3
China,Express intent to cooperate,Japan,2014/9/11
Defense / Security Ministry (China),Make statement,Military (China),2014/11/21
Sawarmi Khaled Saad,Make statement,Sudan,2014/5/1
Businessperson (United Kingdom),Use conventional military force,Citizen (United Kingdom),2014/12/6
Military (Lebanon),fight with small arms and light weapons,Armed Gang (Lebanon),2014/10/26
John Kerry,Engage in negotiation,Abdel Fattah Al-Sisi,2014/6/22
Iran,Make statement,Edgars Rinkevics,2014/8/11
Canada,Express intent to cooperate,Japan,2014/11/9
Edwin Kanguatjivi,Make statement,Police (Namibia),2014/8/29
Citizen (Nigeria),Make an appeal or request,Member of the Judiciary (Nigeria),2014/7/30
Member of the Judiciary (Nigeria),"Arrest, detain, or charge with legal action",Boko Haram,2014/10/1
Joseph Ole Lenku,Make statement,Police (Kenya),2014/4/23
Scholar (Nigeria),Make statement,Government (Nigeria),2014/6/13
United Arab Emirates,Sign formal agreement,Japan,2014/11/10
Police (Malaysia),Investigate,Engineer (Malaysia),2014/3/17
Israeli Defense Forces,"Arrest, detain, or charge with legal action","Student (Palestinian Territory, Occupied)",2014/9/23
Amina Mohamed,Make a visit,Iran,2014/8/28
Iran,Express intent to engage in diplomatic cooperation (such as policy support),Afghanistan,2014/9/12
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014/8/8
Police (Philippines),Make statement,Military (Philippines),2014/7/29
Ministry of Public Security (Canada),Make statement,Business (Canada),2014/2/3
Uighur (China),Make statement,China,2014/1/17
Thailand,Impose administrative sanctions,Citizen (Thailand),2014/3/15
Costco,Investigate,Thailand,2014/7/31
Islamic Rebel (Syria),Use unconventional violence,Hezbollah,2014/2/25
François Hollande,Consult,Angela Merkel,2014/10/17
